"","Pop_1","Pop_2","Pop_3"
"loc2325",NA,-0.0909,-0.0588
"loc2326",NA,NA,1
"loc2327",NA,NA,1
"loc2328",-0.5556,-0.2,-0.125
"loc2329",0,0,NA
"loc2330",NA,NA,-0.125
"loc2331",NA,0,-0.0588
"loc2332",NA,-0.0909,0
"loc2333",-0.0769,NA,-0.0588
"loc2334",NA,0,0
"loc2335",-0.2727,NA,NA
"loc2336",-0.1667,0,0.64
"loc2337",NA,0,0
"loc2338",NA,NA,0.64
"loc2339",-0.1667,NA,NA
"loc2340",NA,-0.5,-0.2857
"loc2341",-0.1667,NA,NA
"loc2342",NA,0,0.64
"loc2343",NA,-0.5,-0.0465
"loc2344",NA,-0.0909,-0.0588
"loc2345",NA,-0.0909,-0.0588
"loc2346",NA,-0.0909,-0.0588
"loc2347",0,-0.0909,-0.0588
"loc2348",-0.1667,-0.0909,0.561
"loc2349",0,-0.0909,1
"loc2350",-0.0769,0,1
"loc2351",-0.2727,-0.0909,0
"loc2352",-0.2727,-0.0909,0
"loc2353",0.5172,0.625,0.8
"loc2354",0,0.625,1
"loc2355",-0.4483,0.3684,0.6327
"loc2356",0,0,NA
"loc2357",0,0,NA
"loc2358",0,0,NA
"loc2359",0,0,NA
"loc2360",0,0,NA
"loc2361",0,0,0
"loc2362",0,0,0
"loc2363",0,0,0
"loc2364",NA,NA,-0.0588
"loc2365",NA,NA,-0.0588
"loc2366",NA,NA,-0.0588
"loc2367",-0.2727,-0.2,0.4194
"loc2368",0.5172,0.625,-0.1489
"loc2369",0,-0.5,-0.0588
"loc2370",0,-0.5,0.4194
"loc2371",0,-0.5,0.4194
"loc2372",0,-0.5,0.4194
"loc2373",0,-0.5,-0.125
"loc2374",0,-0.5,-0.125
"loc2375",0,-0.5,-0.125
"loc2376",0,-0.5,-0.125
"loc2377",0,-0.5,-0.125
"loc2378",0,-0.5,-0.125
"loc2379",0,-0.5,-0.125
"loc2380",0,-0.5,-0.125
"loc2381",0,-0.5,-0.125
"loc2382",0,-0.5,-0.125
"loc2383",0,-0.2,-0.0588
"loc2384",-0.2727,-0.3333,-0.2
"loc2385",NA,-0.0909,0
"loc2386",NA,-0.0909,0
"loc2387",NA,0.625,0
"loc2388",NA,0.625,-0.0588
"loc2389",NA,0,-0.125
"loc2390",NA,0.625,-0.0588
"loc2391",NA,0.625,-0.0588
"loc2392",NA,0.625,-0.0588
"loc2393",NA,-0.0909,-0.0588
"loc2394",NA,-0.0909,-0.0588
"loc2395",NA,-0.2,-0.0588
"loc2396",NA,-0.2,-0.0588
"loc2397",NA,-0.2,-0.0588
"loc2398",NA,-0.2,-0.0588
"loc2399",NA,-0.2,-0.0588
"loc2400",NA,-0.2,-0.0588
"loc2401",NA,-0.0909,-0.0588
"loc2402",NA,-0.0909,-0.0588
"loc2403",NA,-0.2,-0.0588
"loc2404",NA,-0.2,-0.0588
"loc2405",NA,-0.2,-0.0588
"loc2406",0,-0.3333,-0.0588
"loc2407",NA,-0.2,-0.0588
"loc2408",0,-0.3333,-0.0588
"loc2409",0,-0.3333,-0.0588
"loc2410",0,-0.3333,-0.0588
"loc2411",0,-0.3333,-0.0588
"loc2412",0,-0.3333,-0.0588
"loc2413",0,-0.3333,-0.0588
"loc2414",NA,NA,0.64
"loc2415",-0.0769,0,-0.0588
"loc2416",-0.0769,NA,NA
"loc2417",NA,1,NA
"loc2418",-0.2069,0.2174,-0.5652
"loc2419",NA,NA,-0.125
"loc2420",-0.1667,0.3684,-0.5
"loc2421",0,0,-0.0588
"loc2422",-0.1667,0.3684,0.1
"loc2423",0,1,-0.0588
"loc2424",0.3,NA,NA
"loc2425",NA,-0.0909,0
"loc2426",NA,-0.0909,NA
"loc2427",-0.5556,-0.3333,-0.2
"loc2428",0,NA,0
"loc2429",NA,-0.0909,NA
"loc2430",NA,NA,-0.0588
"loc2431",0,NA,0
"loc2432",-0.2727,0,0.64
"loc2433",0,-0.0909,0
"loc2434",0.3,-0.0909,1
"loc2435",0,NA,0
"loc2436",0,0.625,0
"loc2437",NA,0.625,NA
"loc2438",NA,0,-0.0588
"loc2439",0,0,NA
"loc2440",0.3,-0.0909,0.25
"loc2441",0.3913,1,-0.2
"loc2442",-0.1667,0,0.25
"loc2443",0,0,NA
"loc2444",NA,0.625,-0.3846
"loc2445",0.1923,-0.0909,-0.2
"loc2446",0.3913,0.4783,-0.5652
"loc2447",NA,NA,-0.0588
"loc2448",NA,NA,-0.0588
"loc2449",0,-0.0909,0
"loc2450",NA,NA,-0.0588
"loc2451",0,NA,-0.0588
"loc2452",-0.0769,0.7273,-0.0465
"loc2453",-0.1667,-0.2,0
"loc2454",NA,NA,-0.125
"loc2455",-0.75,-0.7143,-0.2857
"loc2456",-0.75,-1,-0.6364
"loc2457",-1,-1,-0.8
"loc2458",-1,-0.7143,-0.3846
"loc2459",-1,-0.7143,-1
"loc2460",-0.75,-1,-1
"loc2461",-0.75,-1,-1
"loc2462",-1,-1,-1
"loc2463",NA,0,-0.125
"loc2464",NA,-0.3333,0
"loc2465",-0.4,-0.2,-0.2
"loc2466",-0.5556,-1,-0.6364
"loc2467",-1,-1,-1
"loc2468",NA,NA,-0.125
"loc2469",0,NA,-0.0588
"loc2470",-1,-1,-1
"loc2471",-1,-1,-1
"loc2472",-1,-0.7143,-1
"loc2473",-1,-0.7143,-1
"loc2474",-0.4,-0.5,-0.8
"loc2475",-0.2727,-0.7143,-0.6364
"loc2476",-0.75,-1,-0.2857
"loc2477",-0.75,-1,-0.2857
"loc2478",-0.75,-1,-0.5
"loc2479",-0.2727,-0.0909,0
"loc2480",0,0,0
"loc2481",-0.4,-0.0909,-0.2
"loc2482",0,NA,-0.0588
"loc2483",0,NA,-0.0588
"loc2484",0,NA,-0.0588
"loc2485",0,NA,-0.0588
"loc2486",0,NA,-0.0588
"loc2487",0,NA,0
"loc2488",0,NA,0
"loc2489",0,NA,-0.0588
"loc2490",0,NA,-0.0588
"loc2491",0,NA,-0.0588
"loc2492",-0.0769,0,-0.2
"loc2493",-0.75,-0.7143,-1
"loc2494",-1,-1,-1
"loc2495",0,0,0
"loc2496",-1,-1,-1
"loc2497",-0.2727,-0.7143,-0.3846
"loc2498",-1,-0.7143,-0.5
"loc2499",-1,-1,-1
"loc2500",-1,-1,-1
"loc2501",-1,-1,-1
"loc2502",-1,-1,-1
"loc2503",-0.2727,-0.5,-0.2
"loc2504",0,NA,-0.0588
"loc2505",0,-0.2,-0.0588
"loc2506",-0.1667,-0.0909,-0.3846
"loc2507",0,-0.3333,-0.0588
"loc2508",0,-0.3333,-0.0588
"loc2509",NA,NA,-0.0588
"loc2510",0,-0.5,-0.125
"loc2511",0,-0.5,-0.0588
"loc2512",0,-0.5,-0.0588
"loc2513",0,-0.5,-0.0588
"loc2514",0,-0.5,-0.0588
"loc2515",-1,-1,-1
"loc2516",-0.75,-1,-0.6364
"loc2517",-0.1667,-0.2,0.4194
"loc2518",-0.4,-0.3333,-0.0465
"loc2519",0,0,NA
"loc2520",-0.4,-0.3333,0.1
"loc2521",-0.1667,-0.2,0.4194
"loc2522",0,0,NA
"loc2523",-0.4,-0.3333,0.1
"loc2524",NA,NA,-0.2
"loc2525",-0.0769,NA,NA
"loc2526",-0.2727,-0.2,0.1
"loc2527",-0.2727,-0.3333,-0.125
"loc2528",-0.2727,-0.2,-0.2
"loc2529",-0.5556,-0.5,-0.2857
"loc2530",-0.2727,-0.0909,-0.0588
"loc2531",-0.75,-0.7143,-0.2857
"loc2532",-1,-1,-1
"loc2533",-0.4,-0.3333,0.1
"loc2534",NA,-0.0909,0
"loc2535",-0.1667,-0.2,0.4194
"loc2536",0.0667,-0.5,-0.3696
"loc2537",-0.1667,-0.2,0.4194
"loc2538",-0.2727,-0.3333,0.25
"loc2539",NA,0,-0.0588
"loc2540",NA,0,0
"loc2541",0,0,NA
"loc2542",NA,-0.3333,-0.0465
"loc2543",NA,-0.3333,-0.0465
"loc2544",NA,-0.0909,-0.0465
"loc2545",0,NA,0
"loc2546",-0.2727,0,-0.2857
"loc2547",-0.1667,0.7273,-0.5
"loc2548",-0.1667,0,-0.2857
"loc2549",-0.2727,0,-0.2
"loc2550",1,-0.2,NA
"loc2551",NA,0,-0.0588
"loc2552",0,0,0.64
"loc2553",NA,0.625,0
"loc2554",-0.0769,0,0
"loc2555",-0.0769,0,0
"loc2556",NA,0.625,0
"loc2557",NA,0.625,NA
"loc2558",0.7407,0.3684,-0.2
"loc2559",0,0,0.64
"loc2560",0,-0.0909,-0.125
"loc2561",-0.1667,0,0
"loc2562",NA,NA,-0.0588
"loc2563",0.3913,0.1429,0.4375
"loc2564",0,NA,0
"loc2565",-0.0769,0.625,NA
"loc2566",-0.0769,0.625,NA
"loc2567",0,-0.0909,-0.125
"loc2568",-0.5556,0,0.4375
"loc2569",NA,0,1
"loc2570",NA,-0.0909,0
"loc2571",-0.2727,0.4783,0.2174
"loc2572",0.3913,0.4783,-0.0465
"loc2573",-0.0769,NA,0.64
"loc2574",NA,0.625,0
"loc2575",-0.1667,NA,0.4194
"loc2576",NA,NA,-0.0588
"loc2577",-0.0769,0,-0.0588
"loc2578",NA,-0.0909,0
"loc2579",-0.4,0.1429,-0.0465
"loc2580",NA,NA,-0.0588
"loc2581",-0.1667,-0.0909,-0.125
"loc2582",-0.1667,-0.0909,-0.125
"loc2583",NA,NA,-0.0588
"loc2584",-0.1667,0,NA
"loc2585",0.6316,-0.0909,-0.2
"loc2586",NA,0,-0.2
"loc2587",0,0,NA
"loc2588",0,-0.2,0.2174
"loc2589",-0.0769,-0.2,0.1
"loc2590",-0.2069,NA,0.64
"loc2591",-0.0769,0.2174,0.2174
"loc2592",NA,-0.0909,NA
"loc2593",NA,0,0
"loc2594",-0.1667,-0.0909,-0.0588
"loc2595",1,0.3684,0.4375
"loc2596",1,0.4783,0.0426
"loc2597",0.1923,-0.0909,-0.2857
"loc2598",1,0.7273,0.0426
"loc2599",-0.2727,0.3684,0.8163
"loc2600",-0.75,-0.3636,-0.6364
"loc2601",-0.75,-0.3636,-0.6364
"loc2602",-0.75,-0.3636,-0.3846
"loc2603",-0.4,-0.5,-0.2857
"loc2604",-0.75,-0.3636,-0.0588
"loc2605",NA,0,0
"loc2606",0,0,NA
"loc2607",-1,-1,-0.5
"loc2608",-1,-1,-0.6364
"loc2609",-0.5556,-0.2,-0.5
"loc2610",-0.5556,-0.2,-0.5
"loc2611",-0.4,-0.2,0
"loc2612",-1,-0.3333,-0.2
"loc2613",0,-0.2,0.2174
"loc2614",0,NA,-0.125
"loc2615",0,1,0.4194
"loc2616",0,NA,0
"loc2617",0,0,0.7568
"loc2618",0,NA,-0.0588
"loc2619",NA,0,-0.0588
"loc2620",-0.2727,NA,NA
"loc2621",NA,0,-0.0588
"loc2622",NA,-0.0909,0
"loc2623",-0.1667,0.625,-0.2857
"loc2624",-0.4,NA,-0.2857
"loc2625",0,-0.0909,NA
"loc2626",-0.0769,NA,0
"loc2627",0,0,NA
"loc2628",NA,0,0.25
"loc2629",-0.0769,1,-0.125
"loc2630",-0.1667,NA,NA
"loc2631",NA,0,0.4194
"loc2632",0.3913,NA,-0.125
"loc2633",0.7407,0.625,0.4194
"loc2634",NA,0.625,0
"loc2635",NA,0.625,0
"loc2636",0,0.625,0
"loc2637",0,0.625,0
"loc2638",0.3,0.4783,-0.0465
"loc2639",0,0.625,-0.125
"loc2640",0.6316,0.625,NA
"loc2641",0,0.7273,1
"loc2642",0,0,-0.3696
"loc2643",NA,0,-0.2
"loc2644",NA,NA,-0.0588
"loc2645",0,NA,-0.0588
"loc2646",0,NA,0
"loc2647",0,NA,0
"loc2648",NA,NA,-0.0588
"loc2649",NA,0,-0.125
"loc2650",NA,0,-0.125
"loc2651",0,NA,0
"loc2652",0.5172,0.3684,0.0426
"loc2653",NA,-0.0909,0
"loc2654",NA,NA,-0.0588
"loc2655",NA,-0.0909,0.64
"loc2656",-0.1667,NA,0
"loc2657",-0.0769,NA,1
"loc2658",-0.1667,NA,1
"loc2659",0.6316,-0.5,0.0426
"loc2660",0.1923,-0.3636,0.4375
"loc2661",NA,NA,1
"loc2662",0.3,-0.0909,-0.125
"loc2663",0,0.4783,-0.2857
"loc2664",-0.0769,NA,0
"loc2665",0.3913,0.4783,-0.2
"loc2666",0,0.4783,-0.2857
"loc2667",0,0.3684,-0.125
"loc2668",NA,-0.0909,-0.125
"loc2669",0.3913,0.4783,-0.0465
"loc2670",0,NA,-0.125
"loc2671",0,0,0
"loc2672",NA,-0.2,-0.2
"loc2673",NA,NA,1
"loc2674",-0.2727,-0.2,0
"loc2675",0,-0.0909,-0.0588
"loc2676",0,NA,0
"loc2677",0,NA,-0.125
"loc2678",0,NA,-0.125
"loc2679",0.5484,-0.7143,-0.0465
"loc2680",0,-0.2,NA
"loc2681",0,0,NA
"loc2682",0,0,NA
"loc2683",-0.0769,NA,-0.125
"loc2684",-0.0769,-0.5,-0.0588
"loc2685",0,NA,0
"loc2686",0.5172,-0.3333,-0.3696
"loc2687",NA,0,0
"loc2688",0,NA,0
"loc2689",0,NA,0
"loc2690",0,-0.3636,-0.2
"loc2691",1,0,-0.2
"loc2692",0.3913,-0.3333,-0.2
"loc2693",-0.0769,NA,0.64
"loc2694",0,-0.2,-0.0588
"loc2695",0.6316,-0.0909,0.25
"loc2696",NA,0,0.4194
"loc2697",0,0,0.64
"loc2698",0.3913,0.1429,-0.0588
"loc2699",0,-0.3333,-0.2
"loc2700",-0.0769,-0.0909,0
"loc2701",0.3,-0.7143,-0.3696
"loc2702",0,-0.0909,0.25
"loc2703",0,-0.0909,-0.0465
"loc2704",NA,0,-0.125
"loc2705",NA,-0.0909,0
"loc2706",-0.2069,0.1429,0.3864
"loc2707",-0.1667,0,NA
"loc2708",-0.0769,1,0
"loc2709",0,-0.0909,0.4194
"loc2710",NA,NA,-0.0588
"loc2711",-0.0769,-0.3333,0.2174
"loc2712",NA,0,0
"loc2713",NA,0,0
"loc2714",NA,0,-0.0588
"loc2715",NA,NA,-0.0588
"loc2716",NA,1,0.64
"loc2717",NA,1,0.64
"loc2718",NA,0,0.64
"loc2719",0,-0.0909,1
"loc2720",0,-0.0909,1
"loc2721",0,-0.0909,1
"loc2722",0,-0.0909,1
"loc2723",0,-0.0909,1
"loc2724",0,0,1
"loc2725",-0.0769,0,-0.125
"loc2726",-0.0769,NA,NA
"loc2727",NA,0.625,NA
"loc2728",0.5172,0.1429,0.25
"loc2729",0.3913,-0.2,-0.0588
"loc2730",-0.0769,-0.2,0.7568
"loc2731",-0.0769,NA,0.1
"loc2732",-0.2727,0.625,0.1
"loc2733",0,0,0
"loc2734",-0.1667,-0.0909,-0.125
"loc2735",0,NA,0
"loc2736",0,-0.0909,0.25
"loc2737",0.1923,0.1429,0.561
"loc2738",-0.4,0.3684,-0.125
"loc2739",0.0667,0.1429,-0.0588
"loc2740",-0.1667,0.625,0
"loc2741",-0.0769,0,-0.0588
"loc2742",-0.0769,NA,NA
"loc2743",NA,NA,-0.0588
"loc2744",0,0.7273,0
"loc2745",-0.2727,-0.3333,-0.0588
"loc2746",-0.2727,-0.5,-0.125
"loc2747",NA,NA,-0.0588
"loc2748",0,0,0
"loc2749",0,NA,0
"loc2750",0,NA,0
"loc2751",0,NA,0
"loc2752",0,NA,0
"loc2753",0,NA,0
"loc2754",0,NA,0
"loc2755",0,NA,0
"loc2756",0,NA,0
"loc2757",0,NA,0
"loc2758",0,NA,0
"loc2759",0,NA,0
"loc2760",0,NA,0
"loc2761",0,NA,0
"loc2762",0,NA,0
"loc2763",0,NA,0
"loc2764",NA,0,-0.0588
"loc2765",NA,0,-0.0588
"loc2766",NA,0,-0.0588
"loc2767",NA,0,-0.0588
"loc2768",NA,0,-0.0588
"loc2769",NA,0,-0.0588
"loc2770",NA,-0.0909,-0.0588
"loc2771",0,-0.3333,0.3864
"loc2772",NA,-0.0909,-0.0588
"loc2773",NA,0,-0.0588
"loc2774",NA,-0.0909,-0.0588
"loc2775",NA,-0.0909,-0.0588
"loc2776",NA,0,-0.0588
"loc2777",NA,0,-0.0588
"loc2778",-0.75,-0.2,0.2174
"loc2779",NA,-0.0909,0
"loc2780",-0.2069,0,0.25
"loc2781",NA,0.625,0
"loc2782",NA,0,1
"loc2783",0,0.625,0
"loc2784",NA,NA,0.64
"loc2785",NA,0,1
"loc2786",0,-0.0909,-0.0588
"loc2787",0,-0.0909,-0.0588
"loc2788",NA,-0.0909,NA
"loc2789",-0.5556,0.1429,-0.125
"loc2790",NA,-0.0909,0.4194
"loc2791",NA,0.625,0.7568
"loc2792",-0.4483,-0.3333,-0.5
"loc2793",-1,-0.7143,-0.5
"loc2794",0,-0.3333,-0.0588
"loc2795",-1,-0.7143,-0.6364
"loc2796",NA,NA,-0.125
"loc2797",NA,0,0
"loc2798",NA,0,0
"loc2799",0,0,0.4194
"loc2800",-0.4483,-0.5,0.3864
"loc2801",NA,0,0.4194
"loc2802",-0.0769,1,-0.0588
"loc2803",-0.2727,0.4783,0.2174
"loc2804",NA,-0.0909,NA
"loc2805",0,-0.3333,-0.2
"loc2806",NA,0.3684,0
"loc2807",-0.2727,NA,NA
"loc2808",NA,0.625,-0.0588
"loc2809",-0.4,-0.0909,0.64
"loc2810",0.1923,0.625,-0.125
"loc2811",0,-0.3333,0.7568
"loc2812",0,-0.2,0.7568
"loc2813",0,-0.2,0.7568
"loc2814",0,-0.2,0.7568
"loc2815",0,-0.3333,0.7568
"loc2816",NA,-0.2,0.4194
"loc2817",0,-0.3333,0.7568
"loc2818",0,-0.3333,0.7568
"loc2819",NA,0,-0.0588
"loc2820",NA,0.625,-0.125
"loc2821",NA,-0.3333,-0.1489
"loc2822",NA,-0.0909,-0.1489
"loc2823",-0.1667,NA,0
"loc2824",NA,-0.0909,0.0426
"loc2825",NA,-0.0909,0.0426
"loc2826",NA,-0.0909,0.0426
"loc2827",NA,-0.0909,0.0426
"loc2828",-0.4,0.3684,0.561
"loc2829",-0.2069,-0.3636,0.3864
"loc2830",-0.0769,0.625,-0.0588
"loc2831",0,0,NA
"loc2832",-0.1667,-0.2,0.25
"loc2833",-0.0769,NA,NA
"loc2834",-0.0769,NA,NA
"loc2835",-0.0769,NA,NA
"loc2836",0,0,0
"loc2837",-0.0769,NA,-0.0588
"loc2838",-0.1667,-0.0909,-0.125
"loc2839",0,0,NA
"loc2840",0.5172,0.3684,-0.2857
"loc2841",0,NA,-0.0588
"loc2842",0,NA,-0.0588
"loc2843",0,NA,-0.0588
"loc2844",0,NA,-0.0588
"loc2845",NA,0,-0.0588
"loc2846",-0.75,-0.2,-0.2857
"loc2847",0,NA,0
"loc2848",-0.1667,NA,0.64
"loc2849",0.1923,0,NA
"loc2850",-0.0769,NA,NA
"loc2851",0,-0.0909,-0.0465
"loc2852",NA,0,0
"loc2853",NA,NA,-0.0588
"loc2854",0.1923,0.2174,0.1
"loc2855",-0.0769,-0.0909,0.4194
"loc2856",0.6316,NA,-0.2
"loc2857",0.1923,-0.3333,0.1
"loc2858",NA,NA,-0.0588
"loc2859",0,0,0.4194
"loc2860",0,NA,0
"loc2861",-0.2727,NA,0
"loc2862",-0.0769,-0.0909,0.4194
"loc2863",0.1923,0.2174,-0.2857
"loc2864",0.3,-0.2,0.8163
"loc2865",-0.4,0,0.4375
"loc2866",0.3,0.3684,0.3864
"loc2867",0.3,-0.3333,-0.3846
"loc2868",-0.2069,-0.2,0.1
"loc2869",-0.2069,-0.2,0.25
"loc2870",-0.2727,-0.0909,0.1
"loc2871",0,NA,1
"loc2872",-0.1667,0.3684,0.2174
"loc2873",0.5484,0.3684,0.0426
"loc2874",-0.75,-0.2,-0.3846
"loc2875",-0.75,-0.2,-0.3846
"loc2876",-0.0769,0,0
"loc2877",NA,-0.0909,NA
"loc2878",NA,0,-0.125
"loc2879",0,-0.0909,NA
"loc2880",-0.0769,0,-0.3846
"loc2881",-0.2727,0,-0.125
"loc2882",-0.75,-1,-0.8
"loc2883",0,-0.0909,0
"loc2884",-0.75,-0.7143,-0.6364
"loc2885",-1,-1,-0.8
"loc2886",-1,-0.7143,-0.8
"loc2887",-0.0769,-0.0909,0
"loc2888",-1,-0.7143,-0.8
"loc2889",-0.75,-0.5,-0.2857
"loc2890",-1,-1,-1
"loc2891",-0.4,-0.2,-0.3846
"loc2892",-0.5556,-0.2,-0.125
"loc2893",NA,NA,-0.0588
"loc2894",0.3,-0.5,-0.3846
"loc2895",0,-0.0909,NA
"loc2896",0,0,NA
"loc2897",-0.0769,NA,1
"loc2898",-0.0769,NA,NA
"loc2899",NA,-0.0909,0.4194
"loc2900",-0.0769,NA,0
"loc2901",NA,0,0
"loc2902",NA,NA,-0.0588
"loc2903",-0.1667,NA,-0.2
"loc2904",-0.1667,NA,0.4194
"loc2905",0.1923,-0.0909,0
"loc2906",0,0,-0.0588
"loc2907",0.1923,0.7273,0.1
"loc2908",-0.0769,0.3684,0.1
"loc2909",0.6316,NA,-0.0588
"loc2910",0.3,-0.3333,0.3864
"loc2911",0.3,-0.0909,-0.3696
"loc2912",NA,0,-0.0588
"loc2913",0,NA,-0.0588
"loc2914",0,NA,-0.0588
"loc2915",0,NA,-0.0588
"loc2916",0,NA,-0.0588
"loc2917",0,NA,-0.0588
"loc2918",0,NA,-0.0588
"loc2919",0,NA,-0.0588
"loc2920",0,NA,-0.0588
"loc2921",0,NA,-0.0588
"loc2922",0,0,-0.0588
"loc2923",0,0,-0.0588
"loc2924",0,NA,0
"loc2925",0,NA,0
"loc2926",0,NA,0
"loc2927",0,NA,0
"loc2928",NA,NA,-0.0588
"loc2929",0.6316,NA,0.6327
"loc2930",0.7407,0.75,0.25
"loc2931",0,NA,-0.125
"loc2932",0.1923,-0.0909,-0.0588
"loc2933",NA,0.3684,0.25
"loc2934",-0.4,-0.2,-0.2857
"loc2935",NA,-0.2,-0.125
"loc2936",-0.75,-0.7143,-0.5
"loc2937",0,0,0
"loc2938",0,NA,-0.0588
"loc2939",NA,0.625,NA
"loc2940",0,-0.0909,NA
"loc2941",NA,1,NA
"loc2942",NA,1,-0.2857
"loc2943",0.3913,NA,-0.125
"loc2944",NA,NA,-0.0588
"loc2945",0,NA,-0.0588
"loc2946",0,NA,-0.0588
"loc2947",-0.1667,0,0.25
"loc2948",0,NA,0
"loc2949",-0.0769,-0.0909,0
"loc2950",-0.1667,NA,NA
"loc2951",-0.0769,NA,-0.0588
"loc2952",-0.1667,0.3684,-0.2
"loc2953",NA,NA,-0.125
"loc2954",0,-0.0909,-0.0588
"loc2955",0,0,-0.125
"loc2956",NA,NA,-0.0588
"loc2957",-0.1667,-0.2,-0.0588
"loc2958",NA,-0.0909,0
"loc2959",0,-0.7143,-0.3846
"loc2960",-0.2069,0.4783,-0.2857
"loc2961",0.7407,0.1429,-0.5
"loc2962",0.5484,0.1429,-0.0588
"loc2963",0.0667,0.4783,0.0426
"loc2964",-0.2727,0.1429,-0.2857
"loc2965",-0.2727,0.4783,0.2174
"loc2966",0,NA,-0.125
"loc2967",NA,0,0.7568
"loc2968",-0.0769,NA,NA
"loc2969",-0.4,0.625,-0.2
"loc2970",NA,0,-0.125
"loc2971",1,-0.0909,-0.2857
"loc2972",-0.0769,0,-0.125
"loc2973",NA,0,-0.2
"loc2974",NA,0,0
"loc2975",0.1923,0.4783,0.0426
"loc2976",-0.1667,0.2174,0.25
"loc2977",-0.1667,-0.0909,0.25
"loc2978",-0.0769,NA,0
"loc2979",NA,NA,0.25
"loc2980",-0.0769,0,-0.0588
"loc2981",-0.4,0.3684,-0.2857
"loc2982",-0.2727,-0.0909,-0.2857
"loc2983",0,NA,-0.125
"loc2984",0.7407,NA,NA
"loc2985",0,0.1429,0
"loc2986",NA,NA,0.25
"loc2987",0,0.4783,0.1
"loc2988",1,0.1429,0.4194
"loc2989",-0.2727,0.4783,0.4375
"loc2990",NA,NA,-0.125
"loc2991",-0.0769,NA,-0.2857
"loc2992",-0.0769,NA,NA
"loc2993",0,NA,-0.2857
"loc2994",0.3,-0.0909,0.4375
"loc2995",-0.0769,NA,NA
"loc2996",-0.0769,NA,-0.2857
"loc2997",0.5172,0.3684,-0.2
"loc2998",-0.2069,0.7273,-0.6364
"loc2999",-0.0769,-0.0909,-0.125
"loc3000",-0.0769,-0.0909,-0.2
"loc3001",NA,0,0.64
"loc3002",-0.0769,NA,NA
"loc3003",NA,0,0
"loc3004",0.6316,NA,0
"loc3005",0,0,-0.125
"loc3006",0,-0.0909,-0.0588
"loc3007",0,-0.0909,-0.125
"loc3008",0,-0.0909,-0.125
"loc3009",0,-0.0909,-0.2
"loc3010",NA,0.4783,-0.3846
"loc3011",NA,-0.0909,-0.3846
"loc3012",0,-0.0909,NA
"loc3013",NA,0.1429,0
"loc3014",-0.0769,-0.2,0
"loc3015",0,-0.0909,-0.2857
"loc3016",-0.0769,0,0.4194
"loc3017",-0.0769,0,0.4194
"loc3018",NA,-0.0909,NA
"loc3019",0,NA,1
"loc3020",-0.0769,0,0.4194
"loc3021",NA,0,-0.0588
"loc3022",NA,0,-0.0588
"loc3023",NA,0,-0.0588
"loc3024",NA,0,-0.0588
"loc3025",NA,0,-0.0588
"loc3026",NA,0,-0.0588
"loc3027",NA,0,-0.0588
"loc3028",NA,0,-0.0588
"loc3029",NA,0,-0.0588
"loc3030",NA,0,-0.0588
"loc3031",NA,0,-0.0588
"loc3032",NA,0,-0.0588
"loc3033",NA,0,0
"loc3034",NA,0,0
"loc3035",NA,NA,-0.0588
"loc3036",NA,NA,-0.0588
"loc3037",NA,NA,-0.0588
"loc3038",NA,NA,-0.0588
"loc3039",NA,NA,-0.0588
"loc3040",NA,NA,-0.0588
"loc3041",NA,NA,-0.0588
"loc3042",NA,NA,-0.0588
"loc3043",NA,NA,-0.0588
"loc3044",NA,NA,-0.0588
"loc3045",NA,NA,-0.0588
"loc3046",NA,NA,-0.0588
"loc3047",NA,NA,-0.0588
"loc3048",NA,NA,-0.0588
"loc3049",NA,NA,-0.0588
"loc3050",NA,NA,-0.0588
"loc3051",NA,NA,-0.0588
"loc3052",NA,NA,-0.0588
"loc3053",NA,NA,-0.0588
"loc3054",0,0.4783,-0.0588
"loc3055",-0.1667,0.1429,0.1
"loc3056",0.1923,0,-0.0588
"loc3057",NA,NA,-0.0588
"loc3058",NA,NA,-0.0588
"loc3059",-0.1667,NA,NA
"loc3060",-0.0769,-0.2,-0.2
"loc3061",-0.1667,-0.5,0.2174
"loc3062",NA,-0.3333,NA
"loc3063",-0.0769,0,NA
"loc3064",-0.1667,0,NA
"loc3065",0,NA,0.4194
"loc3066",0,-0.0909,NA
"loc3067",0,0,0.617
"loc3068",-0.0769,-0.2,0.1
"loc3069",0,0,-0.0588
"loc3070",NA,NA,-0.0588
"loc3071",NA,-0.0909,-0.125
"loc3072",NA,0.3684,NA
"loc3073",0,NA,-0.0588
"loc3074",0,NA,-0.0588
"loc3075",NA,-0.0909,-0.0588
"loc3076",1,NA,0
"loc3077",-0.2727,NA,-0.0588
"loc3078",-0.2069,-0.3636,-0.5652
"loc3079",0,NA,-0.0588
"loc3080",-0.2727,-0.0909,-0.3696
"loc3081",0.6316,0,NA
"loc3082",NA,0,0
"loc3083",NA,-0.0909,NA
"loc3084",0,-0.0909,-0.3846
"loc3085",0,-0.0909,-0.3846
"loc3086",NA,-0.2,NA
"loc3087",NA,0.2174,0.2174
"loc3088",NA,NA,1
"loc3089",NA,NA,1
"loc3090",-0.1667,-0.0909,0.1
"loc3091",-0.0769,-0.0909,0.1
"loc3092",-0.0769,NA,NA
"loc3093",-0.0769,-0.0909,0.1
"loc3094",NA,-0.0909,0.1
"loc3095",NA,-0.0909,0.1
"loc3096",-0.0769,NA,NA
"loc3097",-0.0769,0.4783,-0.5652
"loc3098",NA,-0.2,0.25
